mpg,cylinders,displacement,horsepower,weight,acceleration,year,name,L/100km,weight_normalized,displacement_normalized,horsepower_normalized,horsepower_binned,origin_Europe,origin_Japan,origin_USA
27.0,4,101.0,83.0,2202,15.3,76,renault 12tl,8.703703703703704,0.42840466926070037,0.22197802197802197,0.36086956521739133,Low,1,0,0
17.5,8,305.0,140.0,4215,13.0,76,chevrolet chevelle malibu classic,13.428571428571429,0.8200389105058365,0.6703296703296703,0.6086956521739131,Medium,0,0,1
16.0,8,318.0,150.0,4190,13.0,76,dodge coronet brougham,14.6875,0.8151750972762646,0.6989010989010989,0.6521739130434783,Medium,0,0,1
15.5,8,304.0,120.0,3962,13.9,76,amc matador,15.161290322580646,0.7708171206225681,0.6681318681318681,0.5217391304347826,Medium,0,0,1
14.5,8,351.0,152.0,4215,12.8,76,ford gran torino,16.20689655172414,0.8200389105058365,0.7714285714285715,0.6608695652173913,Medium,0,0,1
22.0,6,225.0,100.0,3233,15.4,76,plymouth valiant,10.681818181818182,0.628988326848249,0.4945054945054945,0.43478260869565216,Low,0,0,1
22.0,6,250.0,105.0,3353,14.5,76,chevrolet nova,10.681818181818182,0.6523346303501946,0.5494505494505495,0.45652173913043476,Low,0,0,1
24.0,6,200.0,81.0,3012,17.6,76,ford maverick,9.791666666666666,0.5859922178988327,0.43956043956043955,0.3521739130434783,Low,0,0,1
22.5,6,232.0,90.0,3085,17.6,76,amc hornet,10.444444444444445,0.6001945525291829,0.5098901098901099,0.391304347826087,Low,0,0,1
29.0,4,85.0,52.0,2035,22.2,76,chevrolet chevette,8.10344827586207,0.3959143968871595,0.18681318681318682,0.22608695652173913,Low,0,0,1
24.5,4,98.0,60.0,2164,22.1,76,chevrolet woody,9.591836734693878,0.421011673151751,0.2153846153846154,0.2608695652173913,Low,0,0,1
29.0,4,90.0,70.0,1937,14.2,76,vw rabbit,8.10344827586207,0.37684824902723735,0.1978021978021978,0.30434782608695654,Low,1,0,0
33.0,4,91.0,53.0,1795,17.4,76,honda civic,7.121212121212121,0.34922178988326846,0.2,0.23043478260869565,Low,0,1,0
20.0,6,225.0,100.0,3651,17.7,76,dodge aspen se,11.75,0.7103112840466926,0.4945054945054945,0.43478260869565216,Low,0,0,1
18.0,6,250.0,78.0,3574,21.0,76,ford granada ghia,13.055555555555555,0.6953307392996109,0.5494505494505495,0.3391304347826087,Low,0,0,1
18.5,6,250.0,110.0,3645,16.2,76,pontiac ventura sj,12.702702702702704,0.7091439688715954,0.5494505494505495,0.4782608695652174,Medium,0,0,1
17.5,6,258.0,95.0,3193,17.8,76,amc pacer d/l,13.428571428571429,0.6212062256809339,0.567032967032967,0.41304347826086957,Low,0,0,1
29.5,4,97.0,71.0,1825,12.2,76,volkswagen rabbit,7.966101694915254,0.3550583657587549,0.21318681318681318,0.30869565217391304,Low,1,0,0
32.0,4,85.0,70.0,1990,17.0,76,datsun b-210,7.34375,0.38715953307393,0.18681318681318682,0.30434782608695654,Low,0,1,0
28.0,4,97.0,75.0,2155,16.4,76,toyota corolla,8.392857142857142,0.41926070038910507,0.21318681318681318,0.32608695652173914,Low,0,1,0
26.5,4,140.0,72.0,2565,13.6,76,ford pinto,8.867924528301886,0.4990272373540856,0.3076923076923077,0.3130434782608696,Low,0,0,1
20.0,4,130.0,102.0,3150,15.7,76,volvo 245,11.75,0.6128404669260701,0.2857142857142857,0.4434782608695652,Low,1,0,0
13.0,8,318.0,150.0,3940,13.2,76,plymouth volare premier v8,18.076923076923077,0.7665369649805448,0.6989010989010989,0.6521739130434783,Medium,0,0,1
19.0,4,120.0,88.0,3270,21.9,76,peugeot 504,12.368421052631579,0.6361867704280155,0.26373626373626374,0.3826086956521739,Low,1,0,0
19.0,6,156.0,108.0,2930,15.5,76,toyota mark ii,12.368421052631579,0.5700389105058365,0.34285714285714286,0.46956521739130436,Medium,0,1,0
16.5,6,168.0,120.0,3820,16.7,76,mercedes-benz 280s,14.242424242424242,0.7431906614785992,0.36923076923076925,0.5217391304347826,Medium,1,0,0
16.5,8,350.0,180.0,4380,12.1,76,cadillac seville,14.242424242424242,0.8521400778210116,0.7692307692307693,0.782608695652174,High,0,0,1
13.0,8,350.0,145.0,4055,12.0,76,chevy c10,18.076923076923077,0.7889105058365758,0.7692307692307693,0.6304347826086957,Medium,0,0,1
13.0,8,302.0,130.0,3870,15.0,76,ford f108,18.076923076923077,0.7529182879377432,0.6637362637362637,0.5652173913043478,Medium,0,0,1
13.0,8,318.0,150.0,3755,14.0,76,dodge d100,18.076923076923077,0.730544747081712,0.6989010989010989,0.6521739130434783,Medium,0,0,1
31.5,4,98.0,68.0,2045,18.5,77,honda accord cvcc,7.4603174603174605,0.3978599221789883,0.2153846153846154,0.2956521739130435,Low,0,1,0
30.0,4,111.0,80.0,2155,14.8,77,buick opel isuzu deluxe,7.833333333333333,0.41926070038910507,0.24395604395604395,0.34782608695652173,Low,0,0,1
36.0,4,79.0,58.0,1825,18.6,77,renault 5 gtl,6.527777777777778,0.3550583657587549,0.17362637362637362,0.25217391304347825,Low,1,0,0
25.5,4,122.0,96.0,2300,15.5,77,plymouth arrow gs,9.215686274509803,0.4474708171206226,0.2681318681318681,0.41739130434782606,Low,0,0,1
33.5,4,85.0,70.0,1945,16.8,77,datsun f-10 hatchback,7.014925373134329,0.3784046692607004,0.18681318681318682,0.30434782608695654,Low,0,1,0
17.5,8,305.0,145.0,3880,12.5,77,chevrolet caprice classic,13.428571428571429,0.754863813229572,0.6703296703296703,0.6304347826086957,Medium,0,0,1
17.0,8,260.0,110.0,4060,19.0,77,oldsmobile cutlass supreme,13.823529411764707,0.7898832684824902,0.5714285714285714,0.4782608695652174,Medium,0,0,1
15.5,8,318.0,145.0,4140,13.7,77,dodge monaco brougham,15.161290322580646,0.8054474708171206,0.6989010989010989,0.6304347826086957,Medium,0,0,1
15.0,8,302.0,130.0,4295,14.9,77,mercury cougar brougham,15.666666666666666,0.835603112840467,0.6637362637362637,0.5652173913043478,Medium,0,0,1
17.5,6,250.0,110.0,3520,16.4,77,chevrolet concours,13.428571428571429,0.6848249027237354,0.5494505494505495,0.4782608695652174,Medium,0,0,1
20.5,6,231.0,105.0,3425,16.9,77,buick skylark,11.463414634146341,0.6663424124513618,0.5076923076923077,0.45652173913043476,Low,0,0,1
19.0,6,225.0,100.0,3630,17.7,77,plymouth volare custom,12.368421052631579,0.7062256809338522,0.4945054945054945,0.43478260869565216,Low,0,0,1
18.5,6,250.0,98.0,3525,19.0,77,ford granada,12.702702702702704,0.6857976653696498,0.5494505494505495,0.4260869565217391,Low,0,0,1
16.0,8,400.0,180.0,4220,11.1,77,pontiac grand prix lj,14.6875,0.8210116731517509,0.8791208791208791,0.782608695652174,High,0,0,1
15.5,8,350.0,170.0,4165,11.4,77,chevrolet monte carlo landau,15.161290322580646,0.8103112840466926,0.7692307692307693,0.7391304347826086,High,0,0,1
15.5,8,400.0,190.0,4325,12.2,77,chrysler cordoba,15.161290322580646,0.8414396887159533,0.8791208791208791,0.8260869565217391,High,0,0,1
16.0,8,351.0,149.0,4335,14.5,77,ford thunderbird,14.6875,0.8433852140077821,0.7714285714285715,0.6478260869565218,Medium,0,0,1
29.0,4,97.0,78.0,1940,14.5,77,volkswagen rabbit custom,8.10344827586207,0.377431906614786,0.21318681318681318,0.3391304347826087,Low,1,0,0
24.5,4,151.0,88.0,2740,16.0,77,pontiac sunbird coupe,9.591836734693878,0.5330739299610895,0.33186813186813185,0.3826086956521739,Low,0,0,1
26.0,4,97.0,75.0,2265,18.2,77,toyota corolla liftback,9.038461538461538,0.4406614785992218,0.21318681318681318,0.32608695652173914,Low,0,1,0
25.5,4,140.0,89.0,2755,15.8,77,ford mustang ii 2+2,9.215686274509803,0.5359922178988327,0.3076923076923077,0.3869565217391304,Low,0,0,1
30.5,4,98.0,63.0,2051,17.0,77,chevrolet chevette,7.704918032786885,0.39902723735408563,0.2153846153846154,0.27391304347826084,Low,0,0,1
33.5,4,98.0,83.0,2075,15.9,77,dodge colt m/m,7.014925373134329,0.4036964980544747,0.2153846153846154,0.36086956521739133,Low,0,0,1
30.0,4,97.0,67.0,1985,16.4,77,subaru dl,7.833333333333333,0.3861867704280156,0.21318681318681318,0.29130434782608694,Low,0,1,0
30.5,4,97.0,78.0,2190,14.1,77,volkswagen dasher,7.704918032786885,0.4260700389105058,0.21318681318681318,0.3391304347826087,Low,1,0,0
22.0,6,146.0,97.0,2815,14.5,77,datsun 810,10.681818181818182,0.5476653696498055,0.3208791208791209,0.4217391304347826,Low,0,1,0
21.5,4,121.0,110.0,2600,12.8,77,bmw 320i,10.930232558139535,0.5058365758754864,0.26593406593406593,0.4782608695652174,Medium,1,0,0
21.5,3,80.0,110.0,2720,13.5,77,mazda rx-4,10.930232558139535,0.5291828793774319,0.17582417582417584,0.4782608695652174,Medium,0,1,0
43.1,4,90.0,48.0,1985,21.5,78,volkswagen rabbit custom diesel,5.452436194895592,0.3861867704280156,0.1978021978021978,0.20869565217391303,Low,1,0,0
36.1,4,98.0,66.0,1800,14.4,78,ford fiesta,6.509695290858725,0.35019455252918286,0.2153846153846154,0.28695652173913044,Low,0,0,1
32.8,4,78.0,52.0,1985,19.4,78,mazda glc deluxe,7.164634146341464,0.3861867704280156,0.17142857142857143,0.22608695652173913,Low,0,1,0
39.4,4,85.0,70.0,2070,18.6,78,datsun b210 gx,5.964467005076142,0.4027237354085603,0.18681318681318682,0.30434782608695654,Low,0,1,0
36.1,4,91.0,60.0,1800,16.4,78,honda civic cvcc,6.509695290858725,0.35019455252918286,0.2,0.2608695652173913,Low,0,1,0
19.9,8,260.0,110.0,3365,15.5,78,oldsmobile cutlass salon brougham,11.809045226130655,0.6546692607003891,0.5714285714285714,0.4782608695652174,Medium,0,0,1
19.4,8,318.0,140.0,3735,13.2,78,dodge diplomat,12.113402061855671,0.7266536964980544,0.6989010989010989,0.6086956521739131,Medium,0,0,1
20.2,8,302.0,139.0,3570,12.8,78,mercury monarch ghia,11.633663366336634,0.6945525291828794,0.6637362637362637,0.6043478260869565,Medium,0,0,1
19.2,6,231.0,105.0,3535,19.2,78,pontiac phoenix lj,12.239583333333334,0.6877431906614786,0.5076923076923077,0.45652173913043476,Low,0,0,1
20.5,6,200.0,95.0,3155,18.2,78,chevrolet malibu,11.463414634146341,0.6138132295719845,0.43956043956043955,0.41304347826086957,Low,0,0,1
20.2,6,200.0,85.0,2965,15.8,78,ford fairmont (auto),11.633663366336634,0.5768482490272373,0.43956043956043955,0.3695652173913043,Low,0,0,1
25.1,4,140.0,88.0,2720,15.4,78,ford fairmont (man),9.362549800796812,0.5291828793774319,0.3076923076923077,0.3826086956521739,Low,0,0,1
20.5,6,225.0,100.0,3430,17.2,78,plymouth volare,11.463414634146341,0.6673151750972762,0.4945054945054945,0.43478260869565216,Low,0,0,1
19.4,6,232.0,90.0,3210,17.2,78,amc concord,12.113402061855671,0.6245136186770428,0.5098901098901099,0.391304347826087,Low,0,0,1
20.6,6,231.0,105.0,3380,15.8,78,buick century special,11.407766990291261,0.6575875486381323,0.5076923076923077,0.45652173913043476,Low,0,0,1
20.8,6,200.0,85.0,3070,16.7,78,mercury zephyr,11.298076923076923,0.5972762645914397,0.43956043956043955,0.3695652173913043,Low,0,0,1
18.6,6,225.0,110.0,3620,18.7,78,dodge aspen,12.634408602150536,0.7042801556420234,0.4945054945054945,0.4782608695652174,Medium,0,0,1
18.1,6,258.0,120.0,3410,15.1,78,amc concord d/l,12.983425414364639,0.6634241245136187,0.567032967032967,0.5217391304347826,Medium,0,0,1
19.2,8,305.0,145.0,3425,13.2,78,chevrolet monte carlo landau,12.239583333333334,0.6663424124513618,0.6703296703296703,0.6304347826086957,Medium,0,0,1
17.7,6,231.0,165.0,3445,13.4,78,buick regal sport coupe (turbo),13.276836158192092,0.6702334630350194,0.5076923076923077,0.717391304347826,Medium,0,0,1
18.1,8,302.0,139.0,3205,11.2,78,ford futura,12.983425414364639,0.6235408560311284,0.6637362637362637,0.6043478260869565,Medium,0,0,1
17.5,8,318.0,140.0,4080,13.7,78,dodge magnum xe,13.428571428571429,0.7937743190661478,0.6989010989010989,0.6086956521739131,Medium,0,0,1
30.0,4,98.0,68.0,2155,16.5,78,chevrolet chevette,7.833333333333333,0.41926070038910507,0.2153846153846154,0.2956521739130435,Low,0,0,1
27.5,4,134.0,95.0,2560,14.2,78,toyota corona,8.545454545454545,0.4980544747081712,0.2945054945054945,0.41304347826086957,Low,0,1,0
27.2,4,119.0,97.0,2300,14.7,78,datsun 510,8.639705882352942,0.4474708171206226,0.26153846153846155,0.4217391304347826,Low,0,1,0
30.9,4,105.0,75.0,2230,14.5,78,dodge omni,7.605177993527509,0.433852140077821,0.23076923076923078,0.32608695652173914,Low,0,0,1
21.1,4,134.0,95.0,2515,14.8,78,toyota celica gt liftback,11.137440758293838,0.4892996108949416,0.2945054945054945,0.41304347826086957,Low,0,1,0
23.2,4,156.0,105.0,2745,16.7,78,plymouth sapporo,10.129310344827587,0.5340466926070039,0.34285714285714286,0.45652173913043476,Low,0,0,1
23.8,4,151.0,85.0,2855,17.6,78,oldsmobile starfire sx,9.873949579831933,0.5554474708171206,0.33186813186813185,0.3695652173913043,Low,0,0,1
23.9,4,119.0,97.0,2405,14.9,78,datsun 200-sx,9.832635983263598,0.4678988326848249,0.26153846153846155,0.4217391304347826,Low,0,1,0
20.3,5,131.0,103.0,2830,15.9,78,audi 5000,11.576354679802956,0.5505836575875487,0.2879120879120879,0.44782608695652176,Low,1,0,0
17.0,6,163.0,125.0,3140,13.6,78,volvo 264gl,13.823529411764707,0.6108949416342413,0.35824175824175825,0.5434782608695652,Medium,1,0,0
21.6,4,121.0,115.0,2795,15.7,78,saab 99gle,10.87962962962963,0.5437743190661478,0.26593406593406593,0.5,Medium,1,0,0
16.2,6,163.0,133.0,3410,15.8,78,peugeot 604sl,14.506172839506174,0.6634241245136187,0.35824175824175825,0.5782608695652174,Medium,1,0,0
31.5,4,89.0,71.0,1990,14.9,78,volkswagen scirocco,7.4603174603174605,0.38715953307393,0.1956043956043956,0.30869565217391304,Low,1,0,0
29.5,4,98.0,68.0,2135,16.6,78,honda accord lx,7.966101694915254,0.4153696498054475,0.2153846153846154,0.2956521739130435,Low,0,1,0
21.5,6,231.0,115.0,3245,15.4,79,pontiac lemans v6,10.930232558139535,0.6313229571984436,0.5076923076923077,0.5,Medium,0,0,1
19.8,6,200.0,85.0,2990,18.2,79,mercury zephyr 6,11.868686868686869,0.5817120622568094,0.43956043956043955,0.3695652173913043,Low,0,0,1
22.3,4,140.0,88.0,2890,17.3,79,ford fairmont 4,10.538116591928251,0.5622568093385214,0.3076923076923077,0.3826086956521739,Low,0,0,1
20.2,6,232.0,90.0,3265,18.2,79,amc concord dl 6,11.633663366336634,0.6352140077821011,0.5098901098901099,0.391304347826087,Low,0,0,1
20.6,6,225.0,110.0,3360,16.6,79,dodge aspen 6,11.407766990291261,0.6536964980544747,0.4945054945054945,0.4782608695652174,Medium,0,0,1
17.0,8,305.0,130.0,3840,15.4,79,chevrolet caprice classic,13.823529411764707,0.7470817120622568,0.6703296703296703,0.5652173913043478,Medium,0,0,1
17.6,8,302.0,129.0,3725,13.4,79,ford ltd landau,13.352272727272727,0.7247081712062257,0.6637362637362637,0.5608695652173913,Medium,0,0,1
16.5,8,351.0,138.0,3955,13.2,79,mercury grand marquis,14.242424242424242,0.769455252918288,0.7714285714285715,0.6,Medium,0,0,1
18.2,8,318.0,135.0,3830,15.2,79,dodge st. regis,12.912087912087912,0.745136186770428,0.6989010989010989,0.5869565217391305,Medium,0,0,1
16.9,8,350.0,155.0,4360,14.9,79,buick estate wagon (sw),13.905325443786984,0.8482490272373541,0.7692307692307693,0.6739130434782609,Medium,0,0,1
15.5,8,351.0,142.0,4054,14.3,79,ford country squire (sw),15.161290322580646,0.788715953307393,0.7714285714285715,0.6173913043478261,Medium,0,0,1
19.2,8,267.0,125.0,3605,15.0,79,chevrolet malibu classic (sw),12.239583333333334,0.7013618677042801,0.5868131868131868,0.5434782608695652,Medium,0,0,1
18.5,8,360.0,150.0,3940,13.0,79,chrysler lebaron town @ country (sw),12.702702702702704,0.7665369649805448,0.7912087912087912,0.6521739130434783,Medium,0,0,1
31.9,4,89.0,71.0,1925,14.0,79,vw rabbit custom,7.366771159874609,0.3745136186770428,0.1956043956043956,0.30869565217391304,Low,1,0,0
34.1,4,86.0,65.0,1975,15.2,79,maxda glc deluxe,6.891495601173021,0.3842412451361868,0.189010989010989,0.2826086956521739,Low,0,1,0
35.7,4,98.0,80.0,1915,14.4,79,dodge colt hatchback custom,6.582633053221288,0.372568093385214,0.2153846153846154,0.34782608695652173,Low,0,0,1
27.4,4,121.0,80.0,2670,15.0,79,amc spirit dl,8.576642335766424,0.519455252918288,0.26593406593406593,0.34782608695652173,Low,0,0,1
25.4,5,183.0,77.0,3530,20.1,79,mercedes benz 300d,9.25196850393701,0.6867704280155642,0.4021978021978022,0.3347826086956522,Low,1,0,0
23.0,8,350.0,125.0,3900,17.4,79,cadillac eldorado,10.217391304347826,0.7587548638132295,0.7692307692307693,0.5434782608695652,Medium,0,0,1
27.2,4,141.0,71.0,3190,24.8,79,peugeot 504,8.639705882352942,0.6206225680933852,0.3098901098901099,0.30869565217391304,Low,1,0,0
23.9,8,260.0,90.0,3420,22.2,79,oldsmobile cutlass salon brougham,9.832635983263598,0.6653696498054474,0.5714285714285714,0.391304347826087,Low,0,0,1
34.2,4,105.0,70.0,2200,13.2,79,plymouth horizon,6.871345029239765,0.4280155642023346,0.23076923076923078,0.30434782608695654,Low,0,0,1
34.5,4,105.0,70.0,2150,14.9,79,plymouth horizon tc3,6.811594202898551,0.4182879377431907,0.23076923076923078,0.30434782608695654,Low,0,0,1
31.8,4,85.0,65.0,2020,19.2,79,datsun 210,7.3899371069182385,0.39299610894941633,0.18681318681318682,0.2826086956521739,Low,0,1,0
37.3,4,91.0,69.0,2130,14.7,79,fiat strada custom,6.3002680965147455,0.4143968871595331,0.2,0.3,Low,1,0,0
28.4,4,151.0,90.0,2670,16.0,79,buick skylark limited,8.274647887323944,0.519455252918288,0.33186813186813185,0.391304347826087,Low,0,0,1
28.8,6,173.0,115.0,2595,11.3,79,chevrolet citation,8.159722222222221,0.504863813229572,0.3802197802197802,0.5,Medium,0,0,1
26.8,6,173.0,115.0,2700,12.9,79,oldsmobile omega brougham,8.76865671641791,0.5252918287937743,0.3802197802197802,0.5,Medium,0,0,1
33.5,4,151.0,90.0,2556,13.2,79,pontiac phoenix,7.014925373134329,0.4972762645914397,0.33186813186813185,0.391304347826087,Low,0,0,1
41.5,4,98.0,76.0,2144,14.7,80,vw rabbit,5.662650602409639,0.4171206225680934,0.2153846153846154,0.33043478260869563,Low,1,0,0
38.1,4,89.0,60.0,1968,18.8,80,toyota corolla tercel,6.167979002624672,0.38287937743190664,0.1956043956043956,0.2608695652173913,Low,0,1,0
32.1,4,98.0,70.0,2120,15.5,80,chevrolet chevette,7.320872274143301,0.41245136186770426,0.2153846153846154,0.30434782608695654,Low,0,0,1
37.2,4,86.0,65.0,2019,16.4,80,datsun 310,6.317204301075268,0.39280155642023346,0.189010989010989,0.2826086956521739,Low,0,1,0
28.0,4,151.0,90.0,2678,16.5,80,chevrolet citation,8.392857142857142,0.521011673151751,0.33186813186813185,0.391304347826087,Low,0,0,1
26.4,4,140.0,88.0,2870,18.1,80,ford fairmont,8.901515151515152,0.5583657587548638,0.3076923076923077,0.3826086956521739,Low,0,0,1
24.3,4,151.0,90.0,3003,20.1,80,amc concord,9.670781893004115,0.5842412451361868,0.33186813186813185,0.391304347826087,Low,0,0,1
19.1,6,225.0,90.0,3381,18.7,80,dodge aspen,12.303664921465968,0.6577821011673152,0.4945054945054945,0.391304347826087,Low,0,0,1
34.3,4,97.0,78.0,2188,15.8,80,audi 4000,6.85131195335277,0.42568093385214006,0.21318681318681318,0.3391304347826087,Low,1,0,0
29.8,4,134.0,90.0,2711,15.5,80,toyota corona liftback,7.885906040268456,0.527431906614786,0.2945054945054945,0.391304347826087,Low,0,1,0
31.3,4,120.0,75.0,2542,17.5,80,mazda 626,7.507987220447284,0.4945525291828794,0.26373626373626374,0.32608695652173914,Low,0,1,0
37.0,4,119.0,92.0,2434,15.0,80,datsun 510 hatchback,6.351351351351352,0.4735408560311284,0.26153846153846155,0.4,Low,0,1,0
32.2,4,108.0,75.0,2265,15.2,80,toyota corolla,7.298136645962733,0.4406614785992218,0.23736263736263735,0.32608695652173914,Low,0,1,0
46.6,4,86.0,65.0,2110,17.9,80,mazda glc,5.042918454935622,0.41050583657587547,0.189010989010989,0.2826086956521739,Low,0,1,0
27.9,4,156.0,105.0,2800,14.4,80,dodge colt,8.422939068100359,0.5447470817120622,0.34285714285714286,0.45652173913043476,Low,0,0,1
40.8,4,85.0,65.0,2110,19.2,80,datsun 210,5.759803921568627,0.41050583657587547,0.18681318681318682,0.2826086956521739,Low,0,1,0
44.3,4,90.0,48.0,2085,21.7,80,vw rabbit c (diesel),5.304740406320542,0.4056420233463035,0.1978021978021978,0.20869565217391303,Low,1,0,0
43.4,4,90.0,48.0,2335,23.7,80,vw dasher (diesel),5.414746543778802,0.45428015564202334,0.1978021978021978,0.20869565217391303,Low,1,0,0
36.4,5,121.0,67.0,2950,19.9,80,audi 5000s (diesel),6.456043956043956,0.5739299610894941,0.26593406593406593,0.29130434782608694,Low,1,0,0
30.0,4,146.0,67.0,3250,21.8,80,mercedes-benz 240d,7.833333333333333,0.632295719844358,0.3208791208791209,0.29130434782608694,Low,1,0,0
44.6,4,91.0,67.0,1850,13.8,80,honda civic 1500 gl,5.2690582959641254,0.35992217898832685,0.2,0.29130434782608694,Low,0,1,0
40.9,4,85.0,104.46938775510205,1835,17.3,80,renault lecar deluxe,5.745721271393643,0.35700389105058367,0.18681318681318682,0.4542147293700089,Low,1,0,0
33.8,4,97.0,67.0,2145,18.0,80,subaru dl,6.952662721893492,0.4173151750972763,0.21318681318681318,0.29130434782608694,Low,0,1,0
29.8,4,89.0,62.0,1845,15.3,80,vokswagen rabbit,7.885906040268456,0.35894941634241245,0.1956043956043956,0.26956521739130435,Low,1,0,0
32.7,6,168.0,132.0,2910,11.4,80,datsun 280-zx,7.186544342507645,0.566147859922179,0.36923076923076925,0.5739130434782609,Medium,0,1,0
23.7,3,70.0,100.0,2420,12.5,80,mazda rx-7 gs,9.915611814345992,0.4708171206225681,0.15384615384615385,0.43478260869565216,Low,0,1,0
35.0,4,122.0,88.0,2500,15.1,80,triumph tr7 coupe,6.714285714285714,0.48638132295719844,0.2681318681318681,0.3826086956521739,Low,1,0,0
23.6,4,140.0,104.46938775510205,2905,14.3,80,ford mustang cobra,9.957627118644067,0.5651750972762646,0.3076923076923077,0.4542147293700089,Low,0,0,1
32.4,4,107.0,72.0,2290,17.0,80,honda accord,7.253086419753087,0.4455252918287938,0.23516483516483516,0.3130434782608696,Low,0,1,0
27.2,4,135.0,84.0,2490,15.7,81,plymouth reliant,8.639705882352942,0.48443579766536965,0.2967032967032967,0.3652173913043478,Low,0,0,1
26.6,4,151.0,84.0,2635,16.4,81,buick skylark,8.834586466165414,0.5126459143968871,0.33186813186813185,0.3652173913043478,Low,0,0,1
25.8,4,156.0,92.0,2620,14.4,81,dodge aries wagon (sw),9.108527131782946,0.5097276264591439,0.34285714285714286,0.4,Low,0,0,1
23.5,6,173.0,110.0,2725,12.6,81,chevrolet citation,10.0,0.5301556420233463,0.3802197802197802,0.4782608695652174,Medium,0,0,1
30.0,4,135.0,84.0,2385,12.9,81,plymouth reliant,7.833333333333333,0.46400778210116733,0.2967032967032967,0.3652173913043478,Low,0,0,1
39.1,4,79.0,58.0,1755,16.9,81,toyota starlet,6.010230179028133,0.3414396887159533,0.17362637362637362,0.25217391304347825,Low,0,1,0
39.0,4,86.0,64.0,1875,16.4,81,plymouth champ,6.0256410256410255,0.3647859922178988,0.189010989010989,0.2782608695652174,Low,0,0,1
35.1,4,81.0,60.0,1760,16.1,81,honda civic 1300,6.695156695156695,0.3424124513618677,0.17802197802197803,0.2608695652173913,Low,0,1,0
32.3,4,97.0,67.0,2065,17.8,81,subaru,7.275541795665635,0.40175097276264593,0.21318681318681318,0.29130434782608694,Low,0,1,0
37.0,4,85.0,65.0,1975,19.4,81,datsun 210 mpg,6.351351351351352,0.3842412451361868,0.18681318681318682,0.2826086956521739,Low,0,1,0
37.7,4,89.0,62.0,2050,17.3,81,toyota tercel,6.23342175066313,0.39883268482490275,0.1956043956043956,0.26956521739130435,Low,0,1,0
34.1,4,91.0,68.0,1985,16.0,81,mazda glc 4,6.891495601173021,0.3861867704280156,0.2,0.2956521739130435,Low,0,1,0
34.7,4,105.0,63.0,2215,14.9,81,plymouth horizon 4,6.772334293948126,0.43093385214007784,0.23076923076923078,0.27391304347826084,Low,0,0,1
34.4,4,98.0,65.0,2045,16.2,81,ford escort 4w,6.8313953488372094,0.3978599221789883,0.2153846153846154,0.2826086956521739,Low,0,0,1
29.9,4,98.0,65.0,2380,20.7,81,ford escort 2h,7.859531772575251,0.46303501945525294,0.2153846153846154,0.2826086956521739,Low,0,0,1
33.0,4,105.0,74.0,2190,14.2,81,volkswagen jetta,7.121212121212121,0.4260700389105058,0.23076923076923078,0.3217391304347826,Low,1,0,0
34.5,4,100.0,104.46938775510205,2320,15.8,81,renault 18i,6.811594202898551,0.45136186770428016,0.21978021978021978,0.4542147293700089,Low,1,0,0
33.7,4,107.0,75.0,2210,14.4,81,honda prelude,6.973293768545994,0.42996108949416345,0.23516483516483516,0.32608695652173914,Low,0,1,0
32.4,4,108.0,75.0,2350,16.8,81,toyota corolla,7.253086419753087,0.4571984435797665,0.23736263736263735,0.32608695652173914,Low,0,1,0
32.9,4,119.0,100.0,2615,14.8,81,datsun 200sx,7.142857142857143,0.5087548638132295,0.26153846153846155,0.43478260869565216,Low,0,1,0
31.6,4,120.0,74.0,2635,18.3,81,mazda 626,7.436708860759493,0.5126459143968871,0.26373626373626374,0.3217391304347826,Low,0,1,0
28.1,4,141.0,80.0,3230,20.4,81,peugeot 505s turbo diesel,8.362989323843417,0.6284046692607004,0.3098901098901099,0.34782608695652173,Low,1,0,0
30.7,6,145.0,76.0,3160,19.6,81,volvo diesel,7.6547231270358305,0.6147859922178989,0.31868131868131866,0.33043478260869563,Low,1,0,0
25.4,6,168.0,116.0,2900,12.6,81,toyota cressida,9.25196850393701,0.5642023346303502,0.36923076923076925,0.5043478260869565,Medium,0,1,0
24.2,6,146.0,120.0,2930,13.8,81,datsun 810 maxima,9.710743801652892,0.5700389105058365,0.3208791208791209,0.5217391304347826,Medium,0,1,0
22.4,6,231.0,110.0,3415,15.8,81,buick century,10.491071428571429,0.664396887159533,0.5076923076923077,0.4782608695652174,Medium,0,0,1
26.6,8,350.0,105.0,3725,19.0,81,oldsmobile cutlass ls,8.834586466165414,0.7247081712062257,0.7692307692307693,0.45652173913043476,Low,0,0,1
20.2,6,200.0,88.0,3060,17.1,81,ford granada gl,11.633663366336634,0.5953307392996109,0.43956043956043955,0.3826086956521739,Low,0,0,1
17.6,6,225.0,85.0,3465,16.6,81,chrysler lebaron salon,13.352272727272727,0.6741245136186771,0.4945054945054945,0.3695652173913043,Low,0,0,1
28.0,4,112.0,88.0,2605,19.6,82,chevrolet cavalier,8.392857142857142,0.5068093385214008,0.24615384615384617,0.3826086956521739,Low,0,0,1
27.0,4,112.0,88.0,2640,18.6,82,chevrolet cavalier wagon,8.703703703703704,0.5136186770428015,0.24615384615384617,0.3826086956521739,Low,0,0,1
34.0,4,112.0,88.0,2395,18.0,82,chevrolet cavalier 2-door,6.911764705882353,0.4659533073929961,0.24615384615384617,0.3826086956521739,Low,0,0,1
